,RegionID,Bedroom,RegionName,RegionType,StateName,State,Metro,CountyName,1/31/2010,2/28/2010,3/31/2010,4/30/2010,5/31/2010,6/30/2010,7/31/2010,8/31/2010,9/30/2010,10/31/2010,11/30/2010,12/31/2010,1/31/2011,2/28/2011,3/31/2011,4/30/2011,5/31/2011,6/30/2011,7/31/2011,8/31/2011,9/30/2011,10/31/2011,11/30/2011,12/31/2011,1/31/2012,2/29/2012,3/31/2012,4/30/2012,5/31/2012,6/30/2012,7/31/2012,8/31/2012,9/30/2012,10/31/2012,11/30/2012,12/31/2012,1/31/2013,2/28/2013,3/31/2013,4/30/2013,5/31/2013,6/30/2013,7/31/2013,8/31/2013,9/30/2013,10/31/2013,11/30/2013,12/31/2013,1/31/2014,2/28/2014,3/31/2014,4/30/2014,5/31/2014,6/30/2014,7/31/2014,8/31/2014,9/30/2014,10/31/2014,11/30/2014,12/31/2014,1/31/2015,2/28/2015,3/31/2015,4/30/2015,5/31/2015,6/30/2015,7/31/2015,8/31/2015,9/30/2015,10/31/2015,11/30/2015,12/31/2015,1/31/2016,2/29/2016,3/31/2016,4/30/2016,5/31/2016,6/30/2016,7/31/2016,8/31/2016,9/30/2016,10/31/2016,11/30/2016,12/31/2016,1/31/2017,2/28/2017,3/31/2017,4/30/2017,5/31/2017,6/30/2017,7/31/2017,8/31/2017,9/30/2017,10/31/2017,11/30/2017,12/31/2017,1/31/2018,2/28/2018,3/31/2018,4/30/2018,5/31/2018,6/30/2018,7/31/2018,8/31/2018,9/30/2018,10/31/2018,11/30/2018,12/31/2018,1/31/2019,2/28/2019,3/31/2019,4/30/2019,5/31/2019,6/30/2019,7/31/2019,8/31/2019,9/30/2019,10/31/2019,11/30/2019,12/31/2019,1/31/2020,2/29/2020,3/31/2020
6606,235217,3,Lucas,City,TX,TX,Dallas-Fort Worth-Arlington,Collin County,277335,277207,276949,277539,277080,277231,274595,274415,273660,274233,272647,272138,271979,272239,271804,270229,270120,269702,271599,270551,269495,267560,266683,264800,263545,263763,264677,266524,267469,268612,267784,268973,271007,273761,275632,278454,281299,283368,285537,287923,291743,294230,297891,299836,302019,303642,307011,309835,311350,312480,313599,315696,316770,319264,320972,322289,323837,326648,329026,329784,331145,334587,339420,342120,343875,345371,347957,352673,355907,358142,359649,363779,368419,371505,373152,375602,379320,383312,387549,389603,392433,395365,399771,403354,406595,409520,410767,413083,416337,420280,422050,426728,431727,437713,440111,442280,442422,442586,445055,447320,448342,446984,447058,444768,441284,438175,437771,438555,438807,440014,440773,441975,442615,444320,445820,447903,450434,452026,452893,452900,454221,454792,454872
6611,45886,3,Ingleside,City,TX,TX,Corpus Christi,San Patricio County,109179,109343,109418,109312,109233,109119,108970,108652,108435,108416,108456,108401,108056,107677,107382,107291,107334,107503,107678,107816,107961,108030,108178,108329,108514,108673,108807,108976,109122,109314,109601,110042,110396,110831,111207,111677,112084,112578,113076,113614,114056,114507,114981,115429,116078,116674,117486,118228,119164,120005,120786,121448,122185,122990,123753,124505,125219,125939,126617,127276,127972,128718,129552,130438,131315,132144,132922,133728,134473,135324,136001,136715,137388,138174,139109,139954,140810,141549,142373,143179,144028,144940,146028,147106,147990,148736,149282,149945,150552,151329,152068,152843,153534,153962,154440,155117,156052,157015,157816,158684,159553,160315,160955,161433,162008,162632,163189,163641,164080,164692,165526,166295,166932,167507,168132,168802,169356,169917,170402,170798,171046,171099,171025
6633,34728,3,West Columbia,City,TX,TX,Houston-The Woodlands-Sugar Land,Brazoria County,130448,131312,130978,130274,129833,129832,129843,130133,129634,129809,129367,128974,127685,126656,126528,126896,127018,127057,126704,125193,123706,122028,121616,121459,121518,121019,120918,121239,121529,121064,120413,121067,121913,122599,122453,122082,122216,122350,121984,121836,122346,123885,125228,126817,128287,129933,131017,132035,132890,134217,136072,136611,136614,136219,137369,137682,138216,138587,139788,141145,142570,143855,144541,146078,147257,148435,148721,149482,150383,151287,152555,153450,153446,153329,153319,153689,154813,156137,157397,157540,156762,156281,155659,156140,157701,159769,161985,163085,163558,163739,164031,165216,166864,168469,169692,169987,170132,169751,170063,170923,172501,174034,175163,176791,178319,180728,182703,184804,185925,186994,187359,187718,187576,187733,188172,187964,187802,186882,186513,186237,186519,186936,187418
6639,48046,3,Trophy Club,City,TX,TX,Dallas-Fort Worth-Arlington,Denton County,232009,231629,231559,232505,232987,233030,231809,231077,230639,231138,229940,228775,227788,228033,228168,228130,228442,229050,230432,230426,230233,229265,229664,230146,230851,231593,231956,232149,232473,232606,232475,233639,235228,237254,238165,239229,240320,241142,242600,244281,246035,247719,249933,251890,254356,256517,259074,260586,261985,263732,265307,266782,267958,269793,271550,273987,275225,276461,277566,280177,283133,285450,287612,289529,291966,294396,296805,298993,301275,303680,305540,307160,308846,311036,313193,315444,317690,319511,321169,320826,321009,321580,324220,326824,328930,331268,333619,335827,337081,338207,339860,343183,346415,348932,350162,350872,351616,352420,353713,354804,355836,356534,357067,357687,358502,359186,359666,360432,361716,361771,360863,359980,360234,360931,361548,361785,361910,362510,363598,364888,366035,368190,371034
6640,28488,3,Kirby,City,TX,TX,San Antonio-New Braunfels,Bexar County,85406,85588,85281,85189,84769,84952,85088,85299,84853,84035,82838,81939,81257,80390,80044,79215,78820,77571,76938,76594,77255,77746,78294,78243,78232,78618,78986,79770,80178,81022,81309,81345,80564,80157,80004,80597,81177,81439,81137,80775,80499,80578,80915,81392,82028,82451,82678,82696,82954,83212,83679,83752,84157,84257,84432,84511,84963,85551,86181,86604,86644,87221,87920,89038,89502,90205,90771,91841,92145,92717,93042,94083,95211,95754,96443,97505,99226,100696,101854,102446,103632,104578,106181,107513,109226,111032,112349,113232,114052,114922,116188,117336,119069,120699,122062,122346,122474,122893,124034,124959,125767,126640,127441,128461,128643,129305,129999,131819,133004,133984,134157,134802,135221,135829,136318,136789,137474,137858,138172,138177,138630,139059,139815
6671,21042,3,Van Alstyne,City,TX,TX,Sherman-Denison,Grayson County,134930,135097,133811,133631,134472,137510,139215,139554,139334,138928,138977,139042,138675,138351,138416,138345,137734,136634,136118,135781,135722,135907,136738,137223,137271,137343,137327,137697,137269,137131,137069,137191,137244,136890,135778,135501,136703,138079,140315,140693,142512,142820,143859,145157,146416,147623,148407,149159,149606,150325,151340,153251,154594,155766,156485,156494,157010,157937,159945,161275,162309,162747,162175,161936,161732,163089,164277,166090,167856,169791,171336,172905,173823,175166,176341,177414,178220,179188,180207,181571,181695,181784,181600,182653,184440,185998,188087,190508,193513,196260,199167,201670,204730,207517,210615,212899,214593,215760,216795,218291,219552,220139,219902,219472,219275,219252,219654,220121,220638,221074,222004,222560,223266,223975,225160,226516,227602,228603,229095,229567,230062,230839,231086
6699,28270,3,Bacliff,City,TX,TX,Houston-The Woodlands-Sugar Land,Galveston County,119636,120728,121154,121439,120980,120263,119515,119360,119494,119636,119337,118276,116895,114320,112589,111271,111288,110821,110355,109171,108515,107915,107591,107798,107587,108496,109471,111178,111617,111517,110759,111138,111720,112264,112726,112722,114004,114537,115019,114398,114654,115912,118049,119741,120581,121277,121658,122493,122808,123799,124448,125327,126147,127107,128117,129026,130066,131201,131774,132587,133140,133916,134845,135850,136904,137487,137758,137310,137144,137310,138895,140034,141509,142271,143218,144056,144612,145212,145612,146557,147378,147843,147939,147974,148093,148229,148557,149318,150553,151914,153371,154498,155633,156602,157619,158602,159002,159662,160197,161355,162271,162910,163706,164698,165899,166851,167185,167768,168385,169382,170347,170901,171359,171801,172130,172376,172459,172861,173708,174350,175177,175540,175899
6732,54672,3,Tennessee Colony,City,TX,TX,Palestine,Anderson County,134541,133480,133132,132790,132689,132454,130952,129657,128430,127710,126399,124976,123601,123031,122752,122339,121904,121400,121854,121982,122826,122815,122795,122364,122275,122083,121980,121932,121844,121771,121499,121412,120451,120521,120990,122572,123888,124931,125392,125599,125513,125834,126408,126772,127379,127303,127515,126959,126718,126841,127496,128333,128868,128781,129032,128878,128992,128566,129424,130353,130788,129549,128763,127492,127355,127769,127903,129070,129023,129874,128123,126568,125603,125817,125408,125611,126145,126108,125481,123935,123282,122362,122468,123352,123964,124782,125302,126084,125493,125976,125828,126700,127928,129831,131084,130433,129390,128911,129469,129872,130441,129601,129864,129211,128669,127499,127459,127997,128806,129366,129659,130006,130378,131462,132150,133197,133854,134685,134808,135254,135728,136067,136189
6761,33097,3,New Waverly,City,TX,TX,Huntsville,Walker County,130953,130846,130889,131277,131598,131635,131892,132282,132494,132528,132214,132191,132227,132328,132351,132368,132534,132703,132662,132535,132694,133330,134230,134729,135034,135130,135175,135106,134979,135386,135657,136200,136326,136408,136557,137032,137657,138230,139019,139932,141076,141803,142911,143637,144610,145524,146502,147482,148284,149287,150224,151143,151987,153245,154249,155555,156988,158574,160025,161073,162296,163444,164665,165844,167131,168240,169665,171069,172349,173385,174216,175478,176688,178040,179250,180238,180952,181572,182424,183530,184320,185304,186392,187715,188821,189893,190963,192221,193208,194168,194399,194465,195143,196101,197482,198389,199803,201065,202270,203231,204311,205575,206886,208123,209067,209927,210823,211758,212460,213618,214674,215922,216768,217757,218979,220244,221440,222483,223224,224089,224900,225405,225993
6768,35401,3,Fulshear,City,TX,TX,Houston-The Woodlands-Sugar Land,Fort Bend County,305238,306831,309943,311119,311435,310873,310191,309539,308077,307268,307245,308418,310631,311755,311480,309753,308474,308384,308467,308022,307014,305966,306222,306240,306886,306645,307167,308444,310616,310970,311080,310824,312272,313648,314582,316168,315226,316211,317219,321762,325561,330366,334075,339274,342706,345825,347230,348157,353357,358414,363979,363631,363411,363823,366652,367400,369729,371410,375746,379155,381161,382571,382614,385460,388568,391913,393759,396055,397824,399987,400353,401096,399906,398390,397511,398185,399357,399202,399043,400649,402471,403575,403618,403475,403863,404992,406151,405689,404196,403572,403838,402955,401322,401095,402187,404277,405373,405196,404882,406017,407709,408818,408658,409037,409414,409157,408638,407667,408144,409532,410980,411268,411138,411405,412167,412571,413171,413572,413674,413528,412550,411216,409722
6821,4629,3,Everman,City,TX,TX,Dallas-Fort Worth-Arlington,Tarrant County,76830,77060,76447,75621,75145,75229,74708,74298,73669,73104,72127,71101,70223,69343,69187,68656,68299,66996,66292,65288,64907,64273,64124,64262,64676,65540,66131,66895,67250,67921,68362,69094,69128,69483,69446,69478,68578,67649,66835,66872,67374,68418,69329,70253,71426,72782,73960,74539,75357,76158,76919,76910,76837,76596,76743,76882,77081,77404,78255,79369,80298,81239,82314,84027,85299,86802,87697,88471,88671,88811,89076,89627,90896,92280,93835,94712,96093,96759,97847,99381,101705,103725,104937,106530,108098,109537,110651,112123,114013,116243,118930,120875,122809,124815,127226,128800,129878,131256,132895,134322,135189,136376,137373,138091,138335,139243,140631,142487,143658,144571,145574,146885,148573,149693,150600,152043,153685,154814,155528,156201,157678,159201,160552
6829,32429,3,Lantana,City,TX,TX,Dallas-Fort Worth-Arlington,Denton County,244712,243324,241830,241561,240774,240086,239032,239074,239257,239583,237729,235826,234137,234119,233929,233665,233725,233912,234517,234046,233852,233188,233328,233140,233884,234788,235950,236874,237819,238464,238802,239435,240009,240907,242037,243608,244592,244983,245550,246713,248239,250053,252377,254784,257151,259340,261263,263044,264603,266853,268863,270720,271889,273016,273687,275142,276783,278755,280370,282113,284553,286088,287949,289205,291247,293305,295933,297900,299421,300454,301766,303368,304848,306591,307528,308604,309647,310942,312672,313305,313840,314338,315808,317196,318091,319710,322055,324437,325502,326280,325600,326402,327457,329649,330463,330933,331358,331880,332368,332738,333722,334229,335006,335473,336411,337373,338563,339966,341232,341250,340177,339088,338555,338612,338998,339145,338878,338100,337639,337234,337105,337751,339155
6851,3670,3,Big Sandy,City,TX,TX,Longview,Upshur County,100945,101029,101070,101019,101250,101543,101681,101689,101158,100853,100527,100413,100199,99934,99754,99349,98842,98598,98465,98591,98502,98624,98546,98787,98559,98436,98185,98475,98802,99099,99226,99239,99589,99864,100497,100913,101898,102784,103760,104311,105015,105468,106008,106618,107284,107371,107182,106988,107531,108149,108824,109298,109630,110075,110300,110665,111043,111692,112315,112866,112351,111772,111035,110980,111075,111278,111992,112258,112695,113117,113784,114228,114746,115538,116249,116800,117089,117711,117940,118594,118343,118404,118365,119164,120679,121870,123095,123790,124731,125561,126193,126548,128184,129918,131771,132531,131893,131417,131247,132169,132923,132745,132980,132971,132928,132503,132714,133105,133995,134450,134868,134946,135030,135685,136147,136818,137026,137371,137128,137076,137105,137414,137546
6872,233806,3,Hackberry,City,TX,TX,Dallas-Fort Worth-Arlington,Denton County,160673,159769,159354,159394,159241,158510,158403,157132,156531,155356,154837,153936,152874,152512,151931,151965,151732,152040,151940,152253,151825,151512,150297,149115,148968,149537,150319,150275,150702,150830,151157,150646,150710,151185,152694,154396,155410,155929,156820,158054,159408,160852,162570,164785,166912,168903,170541,171876,173563,175658,177327,178785,179813,181057,181676,182330,182877,183421,184434,186114,188137,189763,191419,192799,194347,195771,198167,201074,203995,206839,208890,210842,212509,214141,215670,217655,219829,222216,224331,225867,226915,227899,229516,231208,232502,234113,236119,237964,239047,240206,241238,242712,244706,246468,247611,248144,248913,249875,250528,251282,252421,253728,254797,255071,255154,255993,257267,258593,260012,260674,260360,259293,258717,258286,258053,258296,258553,258377,258065,258010,257880,258167,259291
6939,18318,3,Goliad,City,TX,TX,Victoria,Goliad County,110241,109796,110114,110504,111449,112069,112684,112645,112493,112240,112014,112498,112248,112214,111307,111269,110967,110986,110574,110452,110669,111058,111392,111294,111938,112684,113512,113531,113402,113405,113513,113823,113988,113991,114053,113834,113508,113154,113096,112700,112507,112336,113276,113816,114576,115077,115972,117474,119086,120374,121545,122977,124588,126161,126406,127049,127186,128142,128688,129504,130788,132454,133908,135328,136484,137790,139916,142220,144615,146023,147035,147536,147416,147758,148240,149267,150085,151189,152098,152439,152803,153548,155038,156662,158533,159647,161281,162371,163772,164615,165846,168072,170701,172945,174990,176600,178082,179458,180375,181383,182448,183129,183481,183165,182988,183074,183336,183943,183854,184212,184486,185649,185885,186709,187509,188353,188802,189128,189200,189153,189601,189842,190163
6994,56479,3,Pottsboro,City,TX,TX,Sherman-Denison,Grayson County,138813,138413,137629,136653,135942,135706,135895,135736,135654,135349,135254,134927,134296,133689,133343,133240,133103,132885,132823,132703,133155,133427,134218,134083,133974,133705,133575,133816,133283,133124,132786,133741,133172,132798,130868,131083,131591,132180,132798,132665,134634,135825,137399,136780,137135,137404,138717,139133,139230,138914,139180,140153,140753,140895,140669,140574,141510,142870,145211,146376,148210,151391,153418,154449,153872,155029,156263,158341,158557,158592,157983,159280,159874,159798,159745,160949,162939,164380,165935,168077,169853,171414,171772,172169,172408,172534,173307,173959,174591,175229,175680,175793,176344,177352,179651,181595,183902,185864,187600,189172,190993,192619,195216,196293,198045,199124,200873,202376,202977,204032,205176,206371,207545,208652,209032,210637,211582,212867,213191,213809,214976,215992,216857
7020,16948,3,Bee Cave,City,TX,TX,Austin-Round Rock,Travis County,334429,332926,332170,331982,333122,333879,334276,332809,331627,330885,330428,330391,331168,331885,332198,332145,331615,331697,332276,333959,334427,334432,334330,334621,335521,336903,338911,341227,343319,345401,346755,347998,350246,352307,354049,356388,358234,360501,362196,365098,368026,370787,373924,376622,379206,381820,385619,388338,390651,391819,393434,394927,396778,398269,398471,399339,400700,403190,404475,405075,407011,409794,412837,413515,414222,415409,418685,420541,421115,419831,419795,421506,423419,424807,425539,426610,427274,427917,428310,429126,430556,433114,435858,437777,437592,437561,437555,439404,441061,442524,443286,443722,444993,445073,445468,445058,445420,445122,445323,445672,447020,448928,450448,452727,453241,456949,458700,461469,463272,466546,468556,469078,468704,469064,470132,470868,472664,472534,473808,474908,476934,478269,480470
7021,43826,3,Adkins,City,TX,TX,San Antonio-New Braunfels,Bexar County,162566,162835,163072,163166,163292,162942,162994,163109,163763,163664,163427,162782,163120,162936,163238,163252,162843,162482,161803,161786,161194,161199,161705,162117,161703,161471,162095,163088,164304,165108,166150,167301,167961,168608,168310,169081,169718,170509,170405,170312,170004,170030,170195,170238,171212,171843,173093,173514,175022,176380,177803,179470,181749,184413,186314,187841,189881,191954,194392,195587,196334,197229,198174,198481,198832,199401,201114,202164,200914,199484,197859,199058,200716,202379,203758,205833,207857,209971,211232,213320,216317,219231,222086,224069,225238,226310,226875,227638,227747,227513,227274,227501,229954,232795,235321,235989,236686,237226,238932,240275,241843,242594,244034,244808,243216,241246,239865,241246,242695,244356,244757,245245,245804,247098,247901,248669,249845,251000,251759,251315,250844,250190,249920
7025,14632,3,Whitewright,City,TX,TX,Sherman-Denison,Grayson County,,,,,,109299,109572,109778,109585,109298,108852,108854,109295,109871,110219,109930,109415,109223,108978,108581,108794,109381,110720,111197,110501,109582,108868,109344,109229,108913,108354,108660,109000,108639,106931,105926,105965,106502,107035,107347,109084,110848,112375,112267,112080,112824,114982,116706,118255,118664,119793,120204,120893,120586,121151,121997,123718,124329,124901,124874,125053,126446,127004,128144,128216,129730,131002,132766,133098,134085,134580,136185,137307,138122,139272,140627,141822,143008,143812,145466,147219,149074,150523,151719,153241,154691,156568,158480,161410,164019,166360,166946,167851,169191,171892,174837,177208,178697,179257,179742,180451,180705,182101,183017,184214,184944,186376,187602,188229,188855,189724,190645,191122,192091,192330,193627,194540,195522,195322,195149,195658,196629,197736
7036,231818,3,Cameron Park,City,TX,TX,Brownsville-Harlingen,Cameron County,76703,77250,77443,77856,77940,78197,77805,77560,77242,77978,78239,78085,77878,77532,77697,76952,76188,75737,75566,75693,75992,76062,75930,75508,75113,75103,74826,74648,74717,74477,74406,73468,72806,72174,72270,72710,72945,73074,72985,73457,73389,73246,73267,73822,73677,72999,72332,72327,72081,71059,70200,69652,69644,69551,69140,69464,69990,71237,71713,71868,71711,72378,72840,73309,73478,74540,75270,75003,74649,74114,74069,73817,74204,74860,75570,75800,76083,75738,76390,77135,78154,78384,78384,78072,78018,77655,77829,77815,78008,78493,78018,77607,76684,76899,77371,77895,77495,76576,74921,73745,73086,72801,72833,71719,70970,70148,70114,70932,72044,73958,75352,76895,77764,78669,79578,81413,83159,84614,85327,85286,85359,85040,85466
7045,45516,3,Grandview,City,TX,TX,Dallas-Fort Worth-Arlington,Johnson County,108421,108634,108360,109265,110535,111639,111574,110599,109345,108110,107196,105593,104368,103061,103058,102270,101377,100285,99664,99484,100465,101462,101932,102619,103998,105998,106883,106461,106240,106244,106822,106861,106225,105532,105897,106451,106230,105298,104896,105738,106786,107554,108093,109419,111127,113125,114115,115251,116411,117412,117689,118233,118663,119878,120330,120780,121001,121493,121974,121681,122033,122883,124405,125585,126447,127525,129104,129786,130333,130885,132834,135492,137463,140005,143061,146203,149766,151862,154291,156924,160407,163650,165787,167542,168506,169101,169187,169674,170365,171756,173084,175107,177355,180291,183360,186079,190353,194342,198623,201703,204001,206226,208168,210654,212133,212635,213259,214578,217435,220157,222236,223895,226038,229177,232543,235084,238202,241955,245972,249916,252055,254805,258300
7052,29777,3,Lago Vista,City,TX,TX,Austin-Round Rock,Travis County,200549,199647,199365,199575,199620,199255,198774,198234,197149,196539,195864,195562,195482,195091,194069,193129,192169,191958,191460,192030,192920,193580,193381,192922,192861,193386,194546,195779,197022,197848,198778,199244,199414,199025,198764,199263,199716,200504,201177,201845,202560,202898,203731,203985,205031,206574,209152,210999,212372,212689,212519,212906,213724,215323,215876,216371,216362,216959,217305,217996,219711,221825,224097,225133,226202,227388,229585,232840,235899,237877,238887,240367,241654,242945,244246,246083,247651,248692,249852,250737,252177,254259,257123,259073,260451,262191,264569,266639,268235,269317,270411,270557,270901,271044,271777,272067,272148,271567,271424,271034,271159,272089,273391,275305,276152,277988,278687,280105,280905,282558,282349,282242,281723,281833,281624,281539,282229,282311,282972,283611,285095,286345,288851
7059,13169,3,Palmview,City,TX,TX,McAllen-Edinburg-Mission,Hidalgo County,83354,83219,83332,83800,83796,84127,83517,83414,82901,82921,82857,82344,81656,80786,80331,79126,78438,77560,77850,77929,78447,78216,78098,78183,78935,79439,79765,80224,80906,81765,82070,82273,82414,82770,82938,82796,82518,82587,83139,83575,83421,82934,82440,82470,82617,83374,84608,86008,86834,87275,87008,87445,88266,89405,90342,90318,90132,89545,88827,88352,88139,88440,89251,89519,89720,89759,90258,91635,92892,94549,95591,96462,97018,97553,97825,98571,99316,100613,101302,101937,102569,102856,103144,103367,104142,105060,105578,105931,105721,105198,104571,104363,104077,103970,104072,104580,105022,104897,105443,105819,106875,107384,108036,108333,109050,110145,110994,111595,111824,112089,112419,112878,113508,114320,115214,116192,116915,117331,117879,118483,119364,120544,121459
7087,40243,3,Paradise,City,TX,TX,Dallas-Fort Worth-Arlington,Wise County,181679,181752,181523,181666,182140,182510,182746,182501,182788,182890,182971,182371,181881,181372,180969,180508,179972,179702,179227,179022,178519,178316,178115,178194,178411,178713,179140,179430,179865,180533,181379,182146,182622,183414,184178,185096,185604,186226,186923,187802,188586,189141,189910,190793,192109,193092,194407,195524,196747,197740,198724,200005,201310,202691,203768,204481,205445,206707,208125,209229,210781,212433,213859,214604,215305,216068,216973,218372,219386,220529,221446,222967,224803,226454,228087,229068,229919,230923,231875,233499,235453,236863,238004,239292,239730,240988,243096,247391,251438,254850,258788,261725,263612,265322,268692,272731,277569,281258,284093,285840,288550,292106,294466,295070,295785,295940,294933,292146,290568,291274,292977,294098,293599,292855,292755,294282,296119,298521,300971,304354,306618,307582,308107
7099,13161,3,Palacios,City,TX,TX,Bay City,Matagorda County,109848,109759,109748,109946,110202,110459,110606,110696,110475,110180,109734,109625,109399,109456,109434,109382,109220,109200,109162,109072,109215,109575,110095,110329,110337,110160,110202,110362,110648,110695,111131,111765,112626,112990,113375,113608,114240,114789,115238,115722,116088,116698,117064,117417,117526,118004,118676,119546,120224,120909,121795,122805,123835,124717,125488,126343,127242,128179,128772,129229,129663,130104,130487,130582,131035,131642,132475,133181,133850,134513,135259,136102,137322,138518,139789,140708,141544,142135,142663,143116,143742,144514,145364,146233,146675,147351,147930,149058,149628,150379,151178,152284,152737,152823,152828,153502,154017,154649,155026,155595,156433,157237,158035,158557,159587,160670,161706,162077,162484,162816,163300,163674,163954,164214,164459,164790,165020,165361,165753,166312,167000,167642,168320
7133,33253,3,Orange Grove,City,TX,TX,Alice,Jim Wells County,148687,149317,150399,150282,150294,149797,150618,149591,148829,147530,146814,145877,145026,144583,143809,142893,142804,144241,145457,146619,146597,147120,147785,147877,147025,146101,145342,146217,146054,145813,145116,144784,145278,145068,145442,145780,147502,148999,148917,146853,144774,143458,143237,143723,143911,143094,141779,142612,143028,143353,142775,143685,145367,147406,149372,149332,148694,149606,151243,151752,151348,151481,152649,153865,154774,155362,153894,153719,155451,159358,163521,165879,166234,165675,165045,166221,166822,166133,166126,167411,168931,167328,163122,159928,159499,161059,162569,162468,161589,162499,164816,166139,165111,162406,160649,159236,160349,161293,163716,163714,164286,163331,162026,160203,160002,160267,160259,159924,158366,157172,154632,154291,154066,154132,153859,154159,154261,155316,156741,158260,159264,159936,161181
7142,53950,3,Pollok,City,TX,TX,Lufkin,Angelina County,93870,94275,94778,95027,95278,95361,95374,95420,95950,96645,96979,96935,96487,95946,95047,94561,94379,94489,94491,94670,94980,95349,95926,96234,96662,97278,98145,98924,99366,99776,100242,100369,100190,100070,100166,100658,101179,101664,102330,103229,103933,104317,104846,105650,106520,107127,107786,108650,109244,109752,109770,109873,110500,111627,112808,113788,115260,116690,118218,118915,119919,120825,122103,123229,124168,124817,125526,126420,127100,127875,128252,129238,130020,130951,131729,132530,133248,134183,134591,135362,135720,136348,137050,137683,139109,140119,141114,141548,142141,142670,143595,144184,145322,146629,148230,149419,149101,149086,149189,150189,151141,151573,151940,151679,152721,154130,155522,155655,155402,155468,155902,156217,156174,156278,156240,156673,155814,154425,152760,152124,152198,151820,150954
7163,46681,3,Natalia,City,TX,TX,San Antonio-New Braunfels,Medina County,150198,150090,150325,150144,149940,149766,149556,149311,149038,149343,149651,150048,149409,148979,148063,147767,147253,147079,147001,147109,147178,147128,147282,147600,148147,148616,149329,149746,150456,150742,151196,151629,152252,152837,153248,153470,153755,153999,154612,155429,156244,157387,158314,159416,160148,161208,162390,163927,164796,165732,166119,166970,167845,168680,169696,170409,171796,173149,174579,175520,177311,179051,180925,181966,183135,184519,185802,187129,188103,188896,189519,190201,190929,191904,193025,194293,195480,196324,197348,198153,199084,199924,201029,202496,204107,205432,206474,207160,207802,208721,209712,211142,212057,213856,215412,217242,217500,218189,219012,220861,221969,222917,223273,223791,223252,223095,222845,223478,224118,225328,226532,227406,228242,229182,230441,231308,233143,234154,235221,235305,236087,236188,236210
7167,52011,3,Ferris,City,TX,TX,Dallas-Fort Worth-Arlington,Ellis County,97380,97540,98206,98029,98130,98220,97857,97167,96260,96375,96242,96542,95825,94927,93849,92800,91324,89754,88688,88411,89202,89902,90873,90893,91275,91772,92110,92769,93317,94414,95572,96889,97288,96961,96296,96631,97372,97967,98653,98833,98823,98599,98135,97681,97517,98257,99581,100177,99966,99216,99166,99888,101761,103332,104526,104601,104949,105485,106280,107523,108868,110768,111406,111944,111580,112134,113598,116891,119191,120219,119406,118840,119220,120724,123574,125856,127968,129046,130403,129591,129391,129468,131887,134495,136474,137748,137941,138476,139509,141441,141584,142993,144636,148450,150970,152871,154588,155945,157960,159742,161706,162919,164760,166167,167149,166552,166463,167246,168915,170099,170409,170510,170675,171316,172310,173348,174469,175612,176603,177226,177417,178375,179939
7169,30587,3,Bridge City,City,TX,TX,Beaumont-Port Arthur,Orange County,117511,117709,117876,118365,118666,118872,119148,119112,119089,118876,118941,118910,118949,118901,118893,118485,117980,117688,117643,118018,118289,118575,118870,119191,119277,119129,118898,118999,119253,119587,119760,119992,120167,120629,120906,121379,121944,122680,123348,123970,124560,124940,125358,125768,126540,127219,128097,128832,129574,130140,130716,131335,131962,132738,133479,134327,135080,135780,136191,136573,137135,137931,138928,139714,140661,141427,142208,142870,143345,143987,144647,145382,146050,146622,147275,147920,148477,149174,149927,150513,151155,151788,152765,153757,154643,155509,156245,157115,157868,158532,159153,159931,160642,161139,161555,162088,162665,163305,163883,164579,165190,165835,166412,166911,167518,168282,169089,169857,170471,171228,171901,172593,173216,173857,174524,175173,175720,176207,176580,176879,177255,177451,177717
7189,237669,3,Shady Hollow,City,TX,TX,Austin-Round Rock,Travis County,253649,253197,253278,254242,254646,254160,253699,252448,251171,249988,248995,248459,247745,246659,245728,244607,243361,242103,240826,242070,243486,245130,245361,245563,247031,248685,250737,252168,254630,257745,260734,262445,263840,264702,265488,267036,268506,271091,273514,276844,279033,280507,282520,284128,285969,287811,291281,293469,295856,296888,298243,299210,301289,303683,305009,306433,308433,311621,314247,316802,317635,318936,319894,321767,322356,323294,325743,328374,330036,329518,329479,330872,334091,337094,339742,340867,343569,346348,349392,351623,353978,357755,361095,363621,364401,365677,367805,371319,373703,375090,374823,374382,375240,376596,378947,380306,382144,383302,384528,385375,387072,389906,392533,395816,397196,399159,399841,401456,403124,405367,406249,406837,406771,407225,408679,410081,412545,414310,416875,419604,422633,425784,430160
7261,16144,3,Slaton,City,TX,TX,Lubbock,Lubbock County,71886,71616,71677,70882,70343,69461,69434,69191,69727,70090,70452,70284,70034,69813,69251,69845,70785,72659,73530,73760,72874,71792,70888,70416,70169,70316,70782,70938,70101,67992,66032,65108,64868,64979,64829,64750,64731,64767,65131,64947,65347,66284,67516,68099,68086,68610,69033,69714,69898,70166,69618,69583,69532,70154,70605,71677,73046,73531,74125,73979,74410,74056,73519,73156,72779,72316,71683,70411,69561,68663,68192,67565,66656,66226,66361,66697,67530,68253,69520,70646,71221,71498,71114,71564,72332,73031,73602,73545,72787,72256,71255,70993,70726,71590,72791,73908,74606,75289,75359,75152,75130,74966,75808,77242,79386,80501,81624,82244,82649,82414,81958,82397,82860,83611,83634,82880,81722,80908,80120,79617,79416,79667,80345
